"","V1","V2","V3"
"1",0.00973425694047989,0.968284234471606,NA
"2",0.0111890311879368,0.755303192233607,NA
"3",0.0238979316755124,0.566020208301509,NA
"4",0.0178098665089201,0.791047710550694,NA
"5",0.0246795324228059,0.605749094175186,NA
"6",0.0461557552341709,0.48833778275898,NA
"7",0.0412554851403824,0.440300632474383,NA
"8",0.0114127909434375,1.17811475939653,NA
"9",0.0313519053002359,0.793501225936229,NA
"10",0.0193030303546745,0.637214895107416,NA
"11",0.0312170459747249,0.282691097627482,NA
"12",0.0164923109494802,0.73618837719958,NA
"13",0.0236431268360911,0.477555970988596,NA
"14",0.0205758190284905,0.557863827966242,NA
"15",0.0259036391327981,0.49695644281553,NA
"16",0.0197366840225215,0.537189628087094,NA
"17",0.0324786139977458,0.585213040028335,NA
"18",0.0546387244182213,0.651345138472085,NA
"19",0.0178527084398251,0.801067055574062,NA
"20",0.0241458166935117,0.463052995102895,NA
"21",0.0248448017191683,0.501007591431696,NA
"22",0.0379808427218101,0.302953165221711,NA
"23",0.0166708562081275,0.499409196310211,NA
"24",0.0120477482614277,0.663491240483323,NA
"25",0.0364240703689362,0.393773792930817,NA
"26",0.00437794974852532,1.13815390318129,NA
"27",0.00451657629603869,1.09897275797526,NA
"28",0.0128211126360323,0.509437608525611,NA
"29",0.0264838027746552,0.502835175242931,NA
"30",0.0259293774433867,0.430257690259317,NA
"31",0.0358794693729974,0.412015097774716,NA
"32",0.0211775552198045,0.41165254933283,NA
"33",0.0185009082305967,0.42687308220492,NA
"34",0.0209152806245223,0.474993005438054,NA
"35",0.00812922195994579,0.561614991264412,NA
"36",0.05776384470162,0.247503992309892,NA
"37",0.0076991692992882,0.736934262763927,NA
"38",0.0167170046824328,0.739247196356213,NA
"39",0.0248635044919754,0.362055406004101,NA
"40",0.0278286536610185,0.341817984435003,NA
"41",0.0150132020768502,0.724838033079222,NA
"42",0.0282038372014477,0.363690166526945,NA
"43",0.0257725293437991,0.359776134753629,NA
"44",0.030075095258053,0.409327268897793,NA
"45",0.033456512237544,0.449962968252812,NA
"46",0.0388418658859251,0.381674420677116,NA
"47",0.0230124528017426,0.552246518281059,NA
"48",0.0307954261205174,0.41764050608069,NA
"49",0.0239310026593653,0.403158674382492,NA
"50",0.0164966341058337,0.563392761588971,NA
"51",0.0700659890627368,0.302555297331504,NA
"52",0.0344304325007187,0.58693004805293,NA
"53",0.0316596812491816,0.754421744847974,NA
"54",0.0120554434842242,0.894572216554331,NA
"55",0.0257451198768829,0.533607625828746,NA
"56",0.0347196870229935,0.601316998587101,NA
"57",0.0217181832296548,0.589101554357374,NA
"58",0.0313362755213869,0.548410373255612,NA
"59",0.0326455304797798,0.606146656829967,NA
"60",0.0180488592180901,0.697734240953448,NA
"61",0.0293237411262426,0.724145898752134,NA
"62",0.0165502293718224,0.708032761053458,NA
