"","V1","V2","V3","V4"
"1",0.0124612137895618,0.699875742970968,0.000179390472846915,NA
"2",0.0431457962289431,0.185105399134855,0.000276404001796983,NA
"3",0.0569889391869599,0.234660047552763,0.000269230760124224,NA
"4",0.0427164195259661,0.31639627787545,0.000353155995161845,NA
"5",0.0452059800947821,0.315524551070268,0.000243545623933346,NA
"6",0.116212345535731,0.20600096565838,0.000319802922182643,NA
"7",0.0683191000490203,0.258306433931534,0.000271347956930874,NA
"8",8.93977536847561,11.3125636986167,0.00575267632378352,NA
"9",0.0435927653287404,0.546945312532799,0.000234804336616679,NA
"10",0.0306433717117295,0.372388619816105,0.000211231165469447,NA
"11",0.119565451844932,0.081511934813791,0.000280695637644274,NA
"12",0.124812707296797,0.119465059787085,0.000655738360007266,NA
"13",0.0957655862998297,0.126195143831006,0.000433950062943568,NA
"14",0.0539094275416065,0.206556394270512,0.000536812104186112,NA
"15",0.0527969443706734,0.229062438869886,0.000270021444202869,NA
"16",0.0465030528486725,0.21518551710208,0.000360307735608288,NA
"17",0.0770919903341973,0.249045334636874,0.000472920139177412,NA
"18",0.0879335854262925,0.40426360255056,0.000455937063082883,NA
"19",0.0401222511899478,0.338305475824092,0.000294689802278689,NA
"20",0.152387480267198,0.0914975870491859,0.00041105918792122,NA
"21",0.0698319170601036,0.184983415806145,0.000382083758539731,NA
"22",0.162473082439844,0.0840651184192836,0.000333743532586393,NA
"23",0.133744336696693,0.0779759742601518,0.000366138278034044,NA
"24",0.211493301050159,0.0637032446074268,0.000281772123795829,NA
"25",0.241783084843761,0.0810093673201701,0.000261234854286842,NA
"26",0.137032436180653,0.0426509178003671,0.000318068888841728,NA
"27",0.00713330112397106,0.587871628992962,0.000169967726399005,NA
"28",0.0500837632306211,0.128197079743383,0.000278302422242447,NA
"29",0.0493293520707687,0.259150722203868,0.000217436458942913,NA
"30",0.0834001393267595,0.13602702762358,0.000320458692875101,NA
"31",0.190359651108736,0.100748996871778,0.000374477789369641,NA
"32",0.0968032083760191,0.0989039874542872,0.000255355826434478,NA
"33",0.0369514264112128,0.201828541015315,0.00020129910541656,NA
"34",0.0642612369339367,0.157486587705991,0.000269510494452495,NA
"35",0.0186139245321296,0.24479021545401,0.000146876744628567,NA
"36",0.147705387176351,0.103270497507988,0.00022414098722644,NA
"37",0.0120874078950601,0.408325031240824,0.000176095927523783,NA
"38",0.0457519941986564,0.256582680273101,0.000366568010333776,NA
"39",0.0965956250412839,0.102553740550705,0.000348850766261669,NA
"40",0.0740451707486061,0.131313494195466,0.000251190332473717,NA
"41",0.0341421450322138,0.296212476675384,0.000295740193231221,NA
